,src_ip,dst_ip,src_port,dst_port,t_proto,dsfield,ip_flags,length,application,traffic_type,arc,d_proto
2923,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,696,facebook,chat,nonvpn,TLS
2924,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2925,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,819,facebook,chat,nonvpn,TLS
2926,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2927,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,681,facebook,chat,nonvpn,TLS
2928,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1297,facebook,chat,nonvpn,TLS
2929,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
2930,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
2931,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
2932,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2933,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2934,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,562,facebook,chat,nonvpn,TLS
2935,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
2936,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,361,facebook,chat,nonvpn,TLS
2937,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
2938,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2939,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
2940,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
2941,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,270,facebook,chat,nonvpn,TLS
2942,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2943,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
2944,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,696,facebook,chat,nonvpn,TLS
2945,131.202.240.87,131.202.244.3,62692,53,udp,0x00,0x40,83,facebook,chat,nonvpn,DNS
2946,131.202.244.3,131.202.240.87,53,62692,udp,0x00,0x00,491,facebook,chat,nonvpn,DNS
2947,131.202.240.87,131.202.244.3,62692,53,udp,0x00,0x40,83,facebook,chat,nonvpn,DNS
2948,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2949,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2950,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1297,facebook,chat,nonvpn,TLS
2951,131.202.244.3,131.202.240.87,53,62692,udp,0x00,0x00,515,facebook,chat,nonvpn,DNS
2952,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,696,facebook,chat,nonvpn,TLS
2953,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
2954,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2955,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
2956,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
2957,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2958,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
2959,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,143,facebook,chat,nonvpn,TLS
2960,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2961,131.202.240.87,131.202.244.3,62689,53,udp,0x00,0x40,84,facebook,chat,nonvpn,DNS
2962,131.202.244.3,131.202.240.87,53,62689,udp,0x00,0x00,191,facebook,chat,nonvpn,DNS
2963,131.202.240.87,131.202.244.3,62689,53,udp,0x00,0x40,84,facebook,chat,nonvpn,DNS
2964,131.202.244.3,131.202.240.87,53,62689,udp,0x00,0x00,203,facebook,chat,nonvpn,DNS
2965,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,1334,facebook,chat,nonvpn,TLS
2966,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
2967,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
2968,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,95,facebook,chat,nonvpn,TLS
2969,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2970,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
2971,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,310,facebook,chat,nonvpn,TLS
2972,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2973,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,174,facebook,chat,nonvpn,TLS
2974,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
2975,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2976,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,357,facebook,chat,nonvpn,TLS
2977,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
2978,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,567,facebook,chat,nonvpn,TLS
2979,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
2980,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2981,131.202.240.87,224.0.0.252,60190,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
2982,131.202.240.87,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
2983,131.202.240.87,224.0.0.252,52608,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
2984,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
2985,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
2986,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,333,facebook,chat,nonvpn,TLS
2987,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2988,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,187,facebook,chat,nonvpn,TLS
2989,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
2990,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
2991,131.202.240.87,224.0.0.252,52608,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
2992,131.202.240.87,224.0.0.252,60190,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
2993,131.202.240.87,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
2994,131.202.240.87,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
2995,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
2996,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,206,facebook,chat,nonvpn,TLS
2997,131.202.240.87,131.202.244.3,54972,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
2998,131.202.244.3,131.202.240.87,53,54972,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
2999,131.202.240.87,131.202.244.3,54972,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
3000,131.202.244.3,131.202.240.87,53,54972,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
3001,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3002,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3003,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3004,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3005,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,333,facebook,chat,nonvpn,TLS
3006,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3007,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,133,facebook,chat,nonvpn,TLS
3008,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
3009,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3010,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,66,facebook,chat,nonvpn,TCP
3011,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,66,facebook,chat,nonvpn,TCP
3012,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3013,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,560,facebook,chat,nonvpn,TLS
3014,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3015,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,497,facebook,chat,nonvpn,TLS
3016,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3017,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,244,facebook,chat,nonvpn,TLS
3018,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,280,facebook,chat,nonvpn,TLS
3019,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3020,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TCP
3021,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,489,facebook,chat,nonvpn,TLS
3022,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3023,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3024,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3025,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3026,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,487,facebook,chat,nonvpn,TLS
3027,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,430,facebook,chat,nonvpn,TLS
3028,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,356,facebook,chat,nonvpn,TLS
3029,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,357,facebook,chat,nonvpn,TLS
3030,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3031,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TCP
3032,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,1112,facebook,chat,nonvpn,TLS
3033,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3034,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,484,facebook,chat,nonvpn,TLS
3035,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3036,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3037,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3038,131.202.240.87,131.202.6.26,19597,13000,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3039,131.202.6.26,131.202.240.87,13000,19597,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3040,74.125.226.164,131.202.240.87,443,19568,tcp,0x00,0x00,109,facebook,chat,nonvpn,TLS
3041,74.125.226.164,131.202.240.87,443,19568,tcp,0x00,0x00,60,facebook,chat,nonvpn,TCP
3042,131.202.240.87,74.125.226.164,19568,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3043,131.202.240.87,74.125.226.164,19568,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3044,74.125.226.164,131.202.240.87,443,19568,tcp,0x00,0x00,60,facebook,chat,nonvpn,TCP
3045,131.202.240.87,64.233.171.188,1187,5228,tcp,0x00,0x40,55,facebook,chat,nonvpn,DATA
3046,64.233.171.188,131.202.240.87,5228,1187,tcp,0x00,0x00,66,facebook,chat,nonvpn,TCP
3047,131.202.240.87,77.72.169.132,30315,11113,udp,0x00,0x40,150,facebook,chat,nonvpn,DATA
3048,77.72.169.132,131.202.240.87,11113,30315,udp,0x00,0x40,60,facebook,chat,nonvpn,DATA
3049,77.72.169.132,131.202.240.87,11113,30315,udp,0x00,0x40,109,facebook,chat,nonvpn,DATA
3050,131.202.240.87,77.72.169.132,30315,11113,udp,0x00,0x40,60,facebook,chat,nonvpn,DATA
3051,131.202.240.87,209.148.205.35,19594,443,tcp,0x00,0x40,91,facebook,chat,nonvpn,TLS
3052,131.202.240.87,24.156.140.8,19592,443,tcp,0x00,0x40,95,facebook,chat,nonvpn,TLS
3053,24.156.140.8,131.202.240.87,443,19592,tcp,0x00,0x40,95,facebook,chat,nonvpn,TLS
3054,209.148.205.35,131.202.240.87,443,19594,tcp,0x00,0x40,91,facebook,chat,nonvpn,TLS
3055,131.202.240.87,209.148.205.35,19594,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3056,131.202.240.87,24.156.140.8,19592,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3057,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,535,facebook,chat,nonvpn,TLS
3058,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,482,facebook,chat,nonvpn,TLS
3059,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3060,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3061,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3062,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,535,facebook,chat,nonvpn,TLS
3063,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1298,facebook,chat,nonvpn,TLS
3064,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3065,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3066,131.202.240.87,209.148.205.35,19596,443,tcp,0x00,0x40,91,facebook,chat,nonvpn,TLS
3067,209.148.205.35,131.202.240.87,443,19596,tcp,0x00,0x40,91,facebook,chat,nonvpn,TLS
3068,131.202.240.87,209.148.205.35,19596,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3069,131.202.240.87,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
3070,131.202.240.87,224.0.0.252,51748,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
3071,131.202.240.87,224.0.0.252,63425,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
3072,131.202.240.87,224.0.0.252,63425,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
3073,131.202.240.87,224.0.0.252,51748,5355,udp,0x00,0x00,64,facebook,chat,nonvpn,LLMNR
3074,131.202.240.87,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
3075,131.202.240.87,131.202.243.255,137,137,udp,0x00,0x00,92,facebook,chat,nonvpn,NBNS
3076,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,723,facebook,chat,nonvpn,TLS
3077,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3078,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3079,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,95,facebook,chat,nonvpn,TLS
3080,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3081,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3082,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,143,facebook,chat,nonvpn,TLS
3083,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3084,131.202.240.87,64.233.171.188,1187,5228,tcp,0x00,0x40,55,facebook,chat,nonvpn,DATA
3085,64.233.171.188,131.202.240.87,5228,1187,tcp,0x00,0x00,66,facebook,chat,nonvpn,TCP
3086,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3087,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,937,facebook,chat,nonvpn,TLS
3088,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3089,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,632,facebook,chat,nonvpn,TLS
3090,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3091,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3092,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,95,facebook,chat,nonvpn,TLS
3093,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3094,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,1284,facebook,chat,nonvpn,TLS
3095,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,1274,facebook,chat,nonvpn,TLS
3096,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3097,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3098,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3099,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,482,facebook,chat,nonvpn,TLS
3100,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3101,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,333,facebook,chat,nonvpn,TLS
3102,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3103,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,251,facebook,chat,nonvpn,TLS
3104,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
3105,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3106,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3107,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3108,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,198,facebook,chat,nonvpn,TLS
3109,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3110,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
3111,131.202.240.87,131.202.244.3,65074,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
3112,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3113,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,145,facebook,chat,nonvpn,TLS
3114,131.202.240.87,131.202.244.3,65075,53,udp,0x00,0x40,84,facebook,chat,nonvpn,DNS
3115,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3116,131.202.240.87,131.202.244.3,65076,53,udp,0x00,0x40,83,facebook,chat,nonvpn,DNS
3117,131.202.244.3,131.202.240.87,53,65076,udp,0x00,0x00,491,facebook,chat,nonvpn,DNS
3118,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3119,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3120,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,1075,facebook,chat,nonvpn,TLS
3121,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3122,131.202.244.3,131.202.240.87,53,65075,udp,0x00,0x00,191,facebook,chat,nonvpn,DNS
3123,131.202.244.3,131.202.240.87,53,65074,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
3124,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,655,facebook,chat,nonvpn,TLS
3125,131.202.240.87,131.202.244.3,65074,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
3126,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3127,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1285,facebook,chat,nonvpn,TLS
3128,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3129,131.202.240.87,209.148.205.35,19594,443,tcp,0x00,0x40,579,facebook,chat,nonvpn,TLS
3130,131.202.244.3,131.202.240.87,53,65074,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
3131,209.148.205.35,131.202.240.87,443,19594,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3132,209.148.205.35,131.202.240.87,443,19594,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TCP
3133,131.202.240.87,209.148.205.35,19594,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3134,209.148.205.35,131.202.240.87,443,19594,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TCP
3135,209.148.205.35,131.202.240.87,443,19594,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TCP
3136,131.202.240.87,209.148.205.35,19594,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3137,209.148.205.35,131.202.240.87,443,19594,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TCP
3138,209.148.205.35,131.202.240.87,443,19594,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TCP
3139,131.202.240.87,209.148.205.35,19594,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3140,209.148.205.35,131.202.240.87,443,19594,tcp,0x00,0x40,498,facebook,chat,nonvpn,TLS
3141,209.148.205.35,131.202.240.87,443,19594,tcp,0x00,0x40,87,facebook,chat,nonvpn,TLS
3142,131.202.240.87,209.148.205.35,19594,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3143,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3144,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3145,173.252.110.27,131.202.240.87,443,19572,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3146,131.202.240.87,173.252.110.27,19572,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3147,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3148,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3149,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3150,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,163,facebook,chat,nonvpn,TLS
3151,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,101,facebook,chat,nonvpn,TLS
3152,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3153,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,1243,facebook,chat,nonvpn,TLS
3154,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1287,facebook,chat,nonvpn,TLS
3155,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3156,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1266,facebook,chat,nonvpn,TLS
3157,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3158,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,496,facebook,chat,nonvpn,TLS
3159,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,54,facebook,chat,nonvpn,TCP
3160,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1210,facebook,chat,nonvpn,TLS
3161,131.202.240.87,131.202.244.3,65077,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
3162,131.202.244.3,131.202.240.87,53,65077,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
3163,131.202.240.87,131.202.244.3,65077,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
3164,131.202.244.3,131.202.240.87,53,65077,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
3165,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,99,facebook,chat,nonvpn,TLS
3166,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,313,facebook,chat,nonvpn,TLS
3167,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
3168,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,1404,facebook,chat,nonvpn,TLS
3169,131.202.240.87,173.252.110.27,19524,443,tcp,0x00,0x40,766,facebook,chat,nonvpn,TLS
3170,131.202.240.87,131.202.244.3,65078,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
3171,131.202.244.3,131.202.240.87,53,65078,udp,0x00,0x00,183,facebook,chat,nonvpn,DNS
3172,131.202.240.87,131.202.244.3,65078,53,udp,0x00,0x40,76,facebook,chat,nonvpn,DNS
3173,131.202.244.3,131.202.240.87,53,65078,udp,0x00,0x00,195,facebook,chat,nonvpn,DNS
3174,173.252.110.27,131.202.240.87,443,19524,tcp,0x00,0x40,60,facebook,chat,nonvpn,TCP
